idencuesta,ola,version,muestra,cuestion_mig,cuestion_completo,formato,segmento,comuna,comuna_cod,region,region_cod,estrato,ponderador01,ponderador02,fact_exp01,fact_exp02,r05_01,r05_02,r06,r07,r08,r09,r10,r11,r12_01,r12_02,r12_03,r12_04,r12_05,r12_06,r12_07,r13_nredes,r13_sexo_01,r13_edad_01,r13_relacion_01,r13_tiempo_01,r13_barrio_01,r13_educ_01,r13_relig_01,r13_ideol_01,r13_contacto_01,r13_confia_01,r13_sexo_02,r13_edad_02,r13_relacion_02,r13_tiempo_02,r13_barrio_02,r13_educ_02,r13_relig_02,r13_ideol_02,r13_contacto_02,r13_confia_02,r13_sexo_03,r13_edad_03,r13_relacion_03,r13_tiempo_03,r13_barrio_03,r13_educ_03,r13_relig_03,r13_ideol_03,r13_contacto_03,r13_confia_03,r13_sexo_04,r13_edad_04,r13_relacion_04,r13_tiempo_04,r13_barrio_04,r13_educ_04,r13_relig_04,r13_ideol_04,r13_contacto_04,r13_confia_04,r13_sexo_05,r13_edad_05,r13_relacion_05,r13_tiempo_05,r13_barrio_05,r13_educ_05,r13_relig_05,r13_ideol_05,r13_contacto_05,r13_confia_05,r14,r15,r16,r17,r18_01,r18_02,t01,t02_01,t02_02,t02_03,t02_04,t03_01,t03_02,t03_03,t03_04,t05,t06_01,t06_02,t06_03,t06_04,t06_05,t06_06,t06_07,t06_08,t07_01,t07_02,t08,t09_01,t09_02,t09_03,t10,t11_01,t11_02,t11_03,t11_04,t13_01,t13_02,t13_03,t14,c01,c02,c03,c04,c05_01,c05_02,c05_03,c05_04,c05_05,c05_06,c05_07,c05_08,c05_09,c05_10,c05_11,c05_12,c05_13,c05_14,c06_01,c06_02,c06_03,c06_04,c06_05,c06_06,c08_01,c08_02,c08_03,c08_04,c08_05,c09_01,c09_02,c09_03,c09_04,c10_01,c10_02,c10_03,c12_01,c12_02,c12_03,c12_04,c12_05,c12_06,c12_07,c12_08,c12_09,c12_09_otro,c13,c14_01,c14_02,c15,c16,c16_otro,c17,c17_otro,c18_05,c18_08,c18_09,c18_10,c18_11,c18_13,c20,c20_otro,c21_01,c21_02,c21_03,c21_04,c21_05,c21_06,c21_07,c21_08,c21_09,c21_10,c21_11,c22,c23,c24,c25,c32_01,c32_02,c33,c34,c35_01,c35_02,c35_03,c35_04,c37_01,c37_02,c37_03,c37_04,c37_05,c37_06,c37_07,c37_08,c37_09,c37_10,c38,c40_01,c40_02,c40_03,c40_04,c40_05,c40_06,c41_01,c41_02,c41_03,c41_04,c42_01,c42_02,c42_03,c42_04,c46_01,c46_02,c46_03,c46_04,c46_05,c49_01,c49_02,c49_03,c49_04,c49_05,c49_06,c50,c51,c52,c53,c54,c55,c56,c57,d01_01,d01_02,d01_03,d01_04,d02_01,d02_02,d02_03,d03_01,d03_02,d04_01,d04_02,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d25_01,d25_02,d25_03,d25_04,d25_05,d25_06,d26_01,d26_02,d26_03,d26_04,d27_01,d27_02,d27_03,d27_04,d27_05,d28,g01_01,g01_02,g01_03,g01_04,g01_05,g02_01,g02_02,g02_03,g02_04,g02_05,g03_01,g03_02,f04_01,f04_02,f05_01,f05_02,f05_03,f05_04,f05_05,f05_06,f05_07,f06_01,f06_02,f07_01,f07_02,f08_01,f08_02,f08_03,f08_04,f08_05,f08_06,f09_01,f09_02,f09_03,s01,s02,s03,s11_01,s11_02,s11_03,s11_04,s11_05,s11_06,s11_07,s11_08,s11_09,s13_01,s13_02,s13_03,s13_04,s13_05,s13_06,s13_07,s13_08,s16,s17,s18,s19_01,s19_02,s19_03,s19_04,s19_05,s19_01_fecha,s19_02_fecha,s19_03_fecha,s19_04_fecha,s19_05_fecha,s20,s21,s22_01,s22_02,s22_03,s22_04,s22_05,s22_06,s22_07,s22_08,s22_09,s22_10,s23_01,s23_02,s23_03,s23_04,s23_05,s24_01,s24_02,s24_03,s26_01,s26_02,s26_03,s26_04,s26_05,s26_06,s27,s28,s29,s30_01,s30_02,s30_03,s30_04,s30_05,s30_06,s30_07,s30_08,s31,m0_sexo,m0_edad,m01,m02,m13,m14,m14b,m15,m16,m29,m30,m30b,m36,m36_otro,m38,m38_otro,m39,m41,m45,m53,m53_otro,m57,m58,m59,m66_01,sexo_enc,edad_enc,nac_enc,educ_enc,exp_campo_enc,fecha_entr,mod_t_dur,mod_r_dur,mod_c_dur,mod_d_dur,mod_f_dur,mod_g_dur,mod_s_dur,mod_m_dur,otros_dur,total_dur
13122046,6,202201,1,1,1,1,1312204,Penhalolen,13122,Metropolitana,13,1,2.2334401607513428,1.6369521617889404,19411.658203125,14227.359375,1,1,1,NA,NA,2,1,2,3,3,4,4,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,4,1,2,2,2,2,2,2,2,2,4,4,4,2,2,3,4,4,2,4,4,-888,1,1,4,2,4,2,4,2,1,7,8,1,3,2,2,1,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,2,1,1,1,1,1,2,2,2,2,4,4,4,1,1,1,1,1,1,1,1,1,NA,1,2,2,12,15,NA,5,NA,4,4,2,2,4,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,4,4,4,4,4,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,NA,NA,5,6,6,4,4,2,2,4000000,300000,3000000,800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,2,2,4,4,4,NA,NA,2,2,1,1,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2010,2010,2016,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,5,5,4,4,2,4,0,0,NA,2,4,3,4,4,4,4,4,2,2,61,2,5,NA,NA,NA,NA,NA,400000,NA,NA,4,NA,1,NA,7,2,1,10,NA,agricultor,1,2,1,Masculino,40,Chilena,Profesional (4 o más años),Si,2022-08-27,4.349999904632568,1.7333333492279053,5.816666603088379,0.9333333373069763,1.1333333253860474,0.5833333134651184,5.366666793823242,5.25,1.6833333652466536,26.850000381469727
13122051,6,202201,1,2,1,1,1312205,Penhalolen,13122,Metropolitana,13,1,1.7180306911468506,1.2591938972473145,14932.04296875,10944.1220703125,1,1,4,3,1,2,2,2,3,3,4,4,4,4,4,1,1,18,2,5,1,2,4,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,4,5,4,4,4,4,4,4,4,4,3,2,4,4,4,3,4,4,2,4,4,4,3,3,4,3,2,1,1,4,1,2,8,1,1,2,2,1,3,1,3,2,2,1,1,4,3,3,5,1,3,3,1,1,1,3,3,2,3,3,1,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,NA,5,4,4,11,15,NA,5,NA,4,4,2,2,4,2,2,NA,4,4,-999,4,4,2,4,2,4,2,3,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,4,4,4,2,4,2,4,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,5,3,6,4,2,2,2,6000000,500000,6000000,1000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,2,2,2,4,4,4,NA,NA,3,2,2,1,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,2,4,4,3,3,3,5,2,2,-888,1,1,2,2,-999,2,4,1,7,2,2,1,2,2,NA,NA,2017,NA,NA,2,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,5,5,1,1,3,5,3,5,1,5,0,NA,4,4,4,4,4,4,4,4,1,2,58,5,2,30000,NA,NA,300000,2,400000,NA,NA,1,NA,1,NA,6,1,1,10,NA,albañil,1,2,1,Masculino,40,Chilena,Profesional (4 o más años),Si,2022-08-27,6.383333206176758,6.733333110809326,11.449999809265137,1.4500000476837158,1.1833332777023315,0.7666666507720947,8.616666793823242,2.4666666984558105,1.716666692867875,40.766666412353516
13122052,6,202201,1,1,1,1,1312205,Penhalolen,13122,Metropolitana,13,1,2.5770459175109863,1.8887907266616821,22398.0625,16416.181640625,2,1,2,3,1,4,2,4,3,3,4,4,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,4,4,5,4,4,4,4,4,4,5,4,3,3,4,2,2,2,4,4,4,4,4,4,1,1,3,4,1,1,1,3,9,7,8,1,2,2,2,1,1,2,4,1,1,3,1,1,1,4,5,2,2,2,1,1,1,2,3,2,1,1,1,3,1,3,1,1,3,4,4,4,1,1,1,1,1,3,1,1,1,NA,2,2,2,10,15,NA,5,NA,4,4,2,2,3,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,4,2,4,4,4,4,3,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,3,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1,-999,4,6,10,3,2,2,2,3000000,500000,1500000,800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,2,2,4,4,4,NA,NA,4,4,3,3,2,3,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,-888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,5,5,1,1,5,1,1,1,1,1,0,NA,4,4,4,4,5,5,5,5,2,2,48,4,1,350000,NA,NA,-999,2,500000,NA,NA,2,NA,1,NA,5,1,1,10,NA,maestro construcción edificio,1,2,1,Masculino,40,Chilena,Profesional (4 o más años),Si,2022-09-27,3.0166666507720947,2.2666666507720947,9.149999618530273,1.4500000476837158,1.3833333253860474,1.0666667222976685,8.866666913032532,2.549999952316284,2.166666693985462,31.916667938232422
13122065,6,202201,1,1,1,1,1312206,Penhalolen,13122,Metropolitana,13,1,1.6750800609588623,1.2277140617370605,14558.7431640625,10670.51953125,4,1,3,4,1,5,3,4,3,3,2,2,4,4,4,1,2,60,4,5,1,1,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,4,3,4,3,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,1,2,2,4,3,1,1,1,6,2,8,1,4,2,2,1,1,1,3,1,3,3,1,1,3,3,3,3,3,2,1,1,1,3,3,3,1,1,1,1,1,3,1,1,1,4,4,4,1,2,1,1,1,1,1,1,1,NA,1,2,1,12,15,NA,5,NA,4,4,3,3,4,2,6,NA,4,4,4,4,4,2,4,4,3,4,3,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,2,2,4,4,4,4,4,4,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,NA,NA,8,8,8,5,3,2,2,5000000,400000,1000000,600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,2,2,4,4,4,NA,NA,2,2,2,1,1,1,1,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,2,2,2,3,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2021,2019,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,1,1,1,1,5,4,5,5,1,1,0,NA,4,4,4,4,4,4,2,4,1,2,54,5,1,300000,NA,NA,500000,3,400000,NA,NA,4,NA,2,NA,4,2,1,10,NA,empleada doméstica,1,2,1,Masculino,40,Chilena,Profesional (4 o más años),Si,2022-08-22,4.116666793823242,3.7333333492279053,7.900000095367432,1.649999976158142,1.149999976158142,0.6333333253860474,8.166666984558105,2.316666603088379,1.4500000420957804,31.11666488647461
13122066,6,202201,1,1,1,1,1312206,Penhalolen,13122,Metropolitana,13,1,2.512619733810425,1.8415709733963013,21838.111328125,16005.77734375,2,2,2,1,1,3,1,4,3,3,4,4,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,4,3,2,4,3,4,4,4,4,4,3,2,4,4,3,3,4,4,4,4,4,3,1,2,3,4,5,3,1,3,2,8,7,1,2,2,2,1,1,1,2,3,1,1,1,1,1,3,5,3,3,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,3,1,1,NA,1,1,4,12,15,NA,5,NA,4,4,2,2,4,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,3,2,4,3,4,2,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,2,NA,NA,NA,NA,NA,NA,1,7,1,1,1,4,NA,NA,5,4,5,3,4,2,2,5000000,400000,3000000,600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,2,2,4,4,4,NA,NA,2,2,1,2,1,2,1,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,2,1,3,1,2,2,2,2,2,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,5,5,1,1,4,4,3,4,1,0,0,NA,4,3,3,3,4,4,3,4,2,2,50,5,6,NA,NA,NA,NA,NA,700000,NA,NA,1,NA,1,NA,6,1,1,10,NA,atención a publico,2,2,1,Masculino,40,Chilena,Profesional (4 o más años),Si,2022-08-22,4.0333333015441895,2.299999952316284,7.133333206176758,1.9166666269302368,0.9166666865348816,1.4166666269302368,8.633333206176758,2.0999999046325684,2.3166666850447655,30.766666412353516
13122074,6,202201,1,1,1,1,1312207,Penhalolen,13122,Metropolitana,13,1,1.0469249486923218,0.7673212885856628,9099.2138671875,6669.07421875,4,1,3,3,1,3,2,3,3,3,3,2,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,4,3,2,3,4,4,2,3,3,4,4,2,4,4,2,2,4,4,3,2,2,2,4,2,4,2,4,3,2,3,2,8,7,1,2,2,2,1,3,3,4,3,3,3,2,3,2,4,5,3,3,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,1,1,1,1,1,1,NA,2,1,2,12,15,NA,5,NA,4,4,2,2,4,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,-888,-888,4,4,4,3,4,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,4,NA,NA,NA,NA,NA,NA,1,-999,1,-999,2,-999,NA,NA,5,4,5,3,4,4,2,4000000,500000,3000000,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,2,2,2,4,4,4,NA,NA,2,2,2,2,1,2,1,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2016,2019,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,3,3,3,1,0,1,NA,4,4,4,4,4,4,2,4,1,2,63,3,2,300000,NA,NA,600000,2,1400000,NA,NA,4,NA,3,NA,3,1,1,10,NA,agricultor,1,2,1,Masculino,40,Chilena,Profesional (4 o más años),Si,2022-08-27,4.4666666984558105,2.0166666507720947,7.916666746139526,2.566666603088379,1.3666666746139526,1.0833333730697632,8.883333206176758,3.200000047683716,1.8833333738148212,33.38333511352539
13122076,6,202201,1,2,1,1,1312207,Penhalolen,13122,Metropolitana,13,1,1.7448749542236328,2.8069286346435547,15165.3564453125,24396.05859375,1,1,1,NA,NA,-888,-888,2,3,3,4,4,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-888,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,4,4,4,4,1,1,1,4,1,1,2,1,5,2,9,1,2,2,2,1,4,1,5,1,3,3,1,1,3,3,5,3,3,3,1,1,1,3,1,-999,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,NA,1,2,2,9,15,NA,5,NA,4,3,3,3,3,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,4,4,4,4,4,2,4,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,NA,NA,NA,NA,NA,NA,1,-999,1,-999,2,4,NA,NA,5,4,9,3,2,2,2,5000000,400000,2500000,600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,2,2,4,4,4,NA,NA,2,2,1,1,1,1,1,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,3,1,2,-888,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,1,1,1,5,3,5,3,1,0,0,NA,4,4,4,4,4,4,2,4,2,1,57,2,1,800000,NA,NA,1000000,4,800000,NA,NA,4,NA,1,NA,7,1,1,10,NA,maestro albañil,1,2,1,Masculino,40,Chilena,Profesional (4 o más años),Si,2022-08-27,3.5,1.7333333492279053,7.366666793823242,1.3833333253860474,0.8666666746139526,0.6666666865348816,4.916666507720947,2.050000011920929,1.9333333540707827,24.416664123535156
13122077,6,202201,1,2,1,1,1312207,Penhalolen,13122,Metropolitana,13,1,0.3489750325679779,0.5613858103752136,3033.071533203125,4879.21240234375,3,1,5,4,1,3,-888,4,3,3,2,2,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,4,1,2,2,3,2,2,2,3,2,2,2,4,4,3,3,4,2,4,4,4,3,1,3,4,2,2,1,1,1,2,8,-999,1,-999,2,2,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,NA,1,1,1,8,15,NA,5,NA,3,3,2,2,2,4,8,NA,4,4,4,4,4,3,4,4,-888,4,-888,1,1,1,2,4,4,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,-888,-888,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,1,2,4,2,5,5,2,2,2,4000000,400000,700000,600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,2,4,2,4,4,4,NA,NA,5,3,-999,-888,2,2,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,1,1,1,1,4,1,1,1,2,2,2,2,2,2,2,2,-999,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,1,5,5,1,3,1,5,2,2,2,0,0,NA,3,4,4,2,4,4,4,4,1,1,29,5,1,550000,NA,NA,-999,4,550000,NA,NA,4,NA,9,NA,NA,4,1,10,NA,asesora del hogar,1,2,1,Masculino,40,Chilena,Profesional (4 o más años),Si,2022-10-06,5.75,4.683333396911621,11.283333778381348,1.75,1.5833333134651184,1.3333333730697632,6.983333110809326,2.1666667461395264,1.700000012293458,37.233333587646484
13123028,6,202201,1,1,1,1,1312302,Providencia,13123,Metropolitana,13,1,1.3498812913894653,0.9893666505813599,11732.3203125,8598.953125,2,2,3,3,1,3,1,3,3,3,3,4,3,3,3,3,2,64,3,5,2,3,1,1,1,3,2,34,3,5,2,5,1,1,2,3,2,57,3,5,2,4,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,4,3,4,4,4,4,5,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,3,1,4,1,1,1,1,11,4,2,1,1,2,2,1,2,2,5,3,2,2,2,1,2,5,5,2,5,2,3,3,1,3,3,3,1,1,1,1,1,5,5,5,2,4,4,4,1,1,1,1,1,1,1,1,1,NA,3,3,3,6,17,NA,5,NA,4,4,3,3,4,4,9,NA,4,4,3,4,4,3,3,4,3,3,4,1,1,3,1,5,5,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,3,3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,3,NA,NA,NA,NA,NA,NA,1,2,1,2,1,NA,1,2,5,3,8,4,2,2,2,10000000,350000,5000000,600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,2,4,3,4,4,4,NA,NA,1,2,2,2,3,3,1,2,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,0,2,1,2,2,2,2,2017,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,5,1,1,3,5,3,1,1,0,0,NA,3,3,3,4,4,4,4,4,1,2,63,7,1,850000,NA,NA,1500000,3,1500000,NA,NA,4,NA,9,NA,NA,1,1,10,NA,chofer de transporte de pasajeros,2,2,2,Femenino,40,Chilena,Profesional (4 o más años),Si,2022-10-15,8.116666793823242,8.399999618530273,16.833333015441895,2.25,2.0999999046325684,1.5166666507720947,7.383333206176758,3.799999952316284,1.8829929243704346,52.28298568725586
13123044,6,202201,1,2,1,1,1312304,Providencia,13123,Metropolitana,13,1,0.5583600401878357,0.4092380404472351,4852.91455078125,3556.83984375,3,1,4,5,1,4,3,3,-888,-888,1,2,4,4,5,2,2,80,5,5,1,5,3,4,3,2,1,50,2,5,1,5,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,4,5,3,5,4,4,4,3,3,4,3,3,3,5,5,5,5,5,5,5,5,5,5,1,2,1,3,1,1,1,1,12,1,9,1,4,2,2,1,4,3,4,3,3,3,3,4,3,3,4,4,4,3,2,2,2,5,5,4,1,1,1,1,1,4,1,1,1,5,4,5,1,1,1,1,1,1,1,1,1,NA,3,2,3,5,15,NA,5,NA,4,4,3,3,5,2,-888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,NA,NA,NA,NA,NA,5,5,4,2,4,2,5,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,5,NA,NA,NA,NA,NA,NA,1,3,1,1,1,NA,1,1,5,5,5,5,2,1,1,50000000,600000,-888,1000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,5,2,4,5,5,NA,NA,1,1,2,2,3,3,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,3,4,3,3,3,4,3,1,2,2,1,1,2,2,2,2,3,20,7,1,2,2,2,2,2018,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,5,1,1,5,5,5,5,1,4,0,NA,5,5,2,2,5,2,1,2,2,2,80,9,5,NA,NA,NA,NA,NA,1000000,NA,NA,4,NA,7,NA,NA,-999,1,-888,NA,carabinero,3,1,2,Masculino,28,Chilena,Profesional (4 o más años),Si,2022-10-15,5.5,6.666666805744171,11.816666603088379,2.4166667461395264,1.75,1.350000023841858,7.550000190734863,1.2166666984558105,1.6000000219792128,39.866668701171875
